id,x,y,vx,vy,m
0,-0.0642353,-0.0178711,-8.18803,4.86929,1.16875
1,-0.175343,-0.0261558,4.05652,0.152762,1.47633
2,0.170335,-0.523954,6.54505,-14.948,1.09979
3,0.213726,-0.155567,8.01963,-2.85989,1.97485
4,-0.038513,0.264368,-0.227079,-3.0196,0.519897
5,-0.1766,-0.564094,-13.7922,-28.7565,0.846341
6,-0.277065,0.182684,2.23108,-1.86915,0.760047
7,-0.0678654,-0.261505,3.32861,4.01193,0.811912
8,-0.388898,0.672165,-12.4667,24.8735,1.09273
9,0.118556,0.207692,1.19342,10.1295,1.28125
